X,Y,ORIG_FID,label
1054.743384,996.745316,80,
955.9600629,1009.304764,81,
955.9600629,1006.390981,81,
955.9600629,1006.390981,82,
955.9600629,1001.818092,82,
971.1136769,988.8116969,83,
972.8590265,992.8487799,83,
976.736724,1001.818092,84,
972.8590265,992.8487799,84,
909.108739,1001.818092,85,
921.9945171,1001.818092,85,
1044.397804,996.6835929,86,
1044.397804,995.8699473,86,
1044.397804,995.8699473,87,
1044.397804,992.7476449,87,
1044.397804,992.7476449,88,
1044.397804,988.8116969,88,
1011.108539,996.1757836,89,
1011.108539,993.5907548,89,
1011.108539,993.5907548,90,
1011.108539,988.8116969,90,
901.574064,995.5685668,91,
901.574064,992.1901319,91,
901.574064,992.1901319,92,
901.574064,988.8116969,92,
1001.440593,996.2002016,93,
1001.440593,997.5566568,93,
1001.440593,997.5566568,94,
1001.440593,1001.818092,94,
996.6247528,991.4672664,95,B
1000.033822,991.4672664,95,B
989.6583613,993.0375521,96,B
993.5816456,993.0375521,96,B
1034.586404,990.8840389,97,B
1036.910781,990.8840389,97,B
1046.718513,990.8085095,98,B
1053.483771,990.8085095,98,B
1040.984356,993.509447,99,B
1040.984356,990.8416736,99,B
